,Country,Year,Cases,Code
0,Afghanistan,2016,677,AFG
1,Afghanistan,2015,58064,AFG
2,Afghanistan,2014,45481,AFG
3,Afghanistan,2013,3957,AFG
4,Afghanistan,2012,12,AFG
5,Afghanistan,2011,3733,AFG
6,Afghanistan,2010,2369,AFG
7,Afghanistan,2009,662,AFG
8,Afghanistan,2008,4384,AFG
9,Afghanistan,2005,33,AFG
10,Afghanistan,2003,41,AFG
11,Afghanistan,2002,3,AFG
12,Afghanistan,2001,4499,AFG
13,Afghanistan,2000,4330,AFG
14,Afghanistan,1999,24639,AFG
15,Afghanistan,1998,10000,AFG
16,Afghanistan,1997,4170,AFG
17,Afghanistan,1995,19903,AFG
18,Afghanistan,1994,38735,AFG
19,Afghanistan,1993,37046,AFG
20,Afghanistan,1965,218,AFG
21,Afghanistan,1960,887,AFG
22,Albania,1994,626,ALB
23,Algeria,2006,0,DZA
24,Algeria,2005,0,DZA
25,Algeria,1994,118,DZA
26,Algeria,1992,69,DZA
27,Algeria,1990,1299,DZA
28,Algeria,1989,393,DZA
29,Algeria,1988,699,DZA
30,Algeria,1987,1507,DZA
31,Algeria,1984,45,DZA
32,Algeria,1983,218,DZA
33,Algeria,1980,614,DZA
34,Algeria,1979,2513,DZA
35,Algeria,1978,220,DZA
36,Algeria,1977,262,DZA
37,Algeria,1976,286,DZA
38,Algeria,1975,1165,DZA
39,Algeria,1974,738,DZA
40,Algeria,1973,605,DZA
41,Algeria,1972,646,DZA
42,Algeria,1971,1332,DZA
43,Angola,2016,78,AGO
44,Angola,2014,213,AGO
45,Angola,2013,6655,AGO
46,Angola,2012,1215,AGO
47,Angola,2011,1810,AGO
48,Angola,2010,1484,AGO
49,Angola,2009,2019,AGO
50,Angola,2008,10511,AGO
51,Angola,2007,18422,AGO
52,Angola,2006,67257,AGO
53,Angola,2005,0,AGO
54,Angola,1996,1306,AGO
55,Angola,1995,3295,AGO
56,Angola,1994,3443,AGO
57,Angola,1992,3608,AGO
58,Angola,1991,8590,AGO
59,Angola,1990,9527,AGO
60,Angola,1989,17601,AGO
61,Angola,1988,15500,AGO
62,Angola,1987,16222,AGO
63,Angola,1977,726,AGO
64,Angola,1975,88,AGO
65,Angola,1974,934,AGO
66,Angola,1973,263,AGO
67,Angola,1972,268,AGO
68,Angola,1971,1,AGO
69,Argentina,1998,12,ARG
70,Argentina,1997,637,ARG
71,Argentina,1996,474,ARG
72,Argentina,1995,188,ARG
73,Argentina,1994,889,ARG
74,Argentina,1993,2350,ARG
75,Armenia,1998,25,ARM
76,Australia,2016,1,AUS
77,Australia,2015,2,AUS
78,Australia,2014,2,AUS
79,Australia,2013,3,AUS
80,Australia,2012,5,AUS
81,Australia,2011,6,AUS
82,Australia,2010,3,AUS
83,Australia,2007,3,AUS
84,Australia,2006,3,AUS
85,Australia,2005,2,AUS
86,Australia,2004,2,AUS
87,Australia,2002,5,AUS
88,Australia,2001,2,AUS
89,Australia,2000,1,AUS
90,Australia,1999,4,AUS
91,Australia,1998,5,AUS
92,Australia,1997,2,AUS
93,Australia,1996,2,AUS
94,Australia,1995,5,AUS
95,Australia,1994,3,AUS
96,Australia,1993,5,AUS
97,Australia,1992,3,AUS
98,Australia,1988,1,AUS
99,Australia,1987,1,AUS
100,Australia,1985,2,AUS
101,Australia,1984,1,AUS
102,Australia,1983,4,AUS
103,Australia,1982,1,AUS
104,Australia,1981,2,AUS
105,Australia,1980,2,AUS
106,Australia,1979,1,AUS
107,Australia,1978,1,AUS
108,Australia,1977,2,AUS
109,Australia,1972,40,AUS
110,Austria,2005,1,AUT
111,Austria,2002,1,AUT
112,Austria,2001,0,AUT
113,Austria,1999,1,AUT
114,Austria,1998,1,AUT
115,Austria,1996,1,AUT
116,Austria,1994,1,AUT
117,Austria,1993,1,AUT
118,Austria,1990,2,AUT
119,Azerbaijan,1994,18,AZE
120,Bahamas,2012,1,BHS
121,Bahamas,2011,1,BHS
122,Bahrain,2015,8,BHR
123,Bahrain,1979,39,BHR
124,Bahrain,1978,906,BHR
125,Bahrain,1973,37,BHR
126,Bahrain,1972,74,BHR
127,Bahrain,1965,1,BHR
128,Bangladesh,2000,1021,BGD
129,Bangladesh,1999,3440,BGD
130,Bangladesh,1998,1067,BGD
131,Bangladesh,1997,1959,BGD
132,Bangladesh,1996,418,BGD
133,Bangladesh,1995,2297,BGD
134,Bangladesh,1994,562,BGD
135,Bangladesh,1993,78,BGD
136,Bangladesh,1992,479,BGD
137,Bangladesh,1991,8,BGD
138,Bangladesh,1990,82,BGD
139,Bangladesh,1989,94,BGD
140,Bangladesh,1988,571,BGD
141,Bangladesh,1987,523,BGD
142,Bangladesh,1979,2154,BGD
143,Bangladesh,1978,5576,BGD
144,Bangladesh,1977,10403,BGD
145,Bangladesh,1976,957,BGD
146,Bangladesh,1975,4888,BGD
147,Bangladesh,1974,5614,BGD
148,Bangladesh,1973,1969,BGD
149,Bangladesh,1972,1059,BGD
150,Bangladesh,1971,2342,BGD
151,Bangladesh,1970,7419,BGD
152,Bangladesh,1969,7411,BGD
153,Bangladesh,1968,3156,BGD
154,Bangladesh,1967,664,BGD
155,Bangladesh,1966,3154,BGD
156,Bangladesh,1965,1123,BGD
157,Bangladesh,1964,3333,BGD
158,Bangladesh,1963,3975,BGD
159,Bangladesh,1962,2524,BGD
160,Bangladesh,1961,2663,BGD
161,Bangladesh,1960,15618,BGD
162,Bangladesh,1959,16915,BGD
163,Bangladesh,1958,15631,BGD
164,Bangladesh,1957,8054,BGD
165,Bangladesh,1956,23699,BGD
166,Bangladesh,1955,16642,BGD
167,Bangladesh,1954,15617,BGD
168,Bangladesh,1953,27631,BGD
169,Bangladesh,1952,21154,BGD
170,Bangladesh,1951,20894,BGD
171,Bangladesh,1950,29809,BGD
172,Belarus,1995,3,BLR
173,Belarus,1994,3,BLR
174,Belgium,2005,2,BEL
175,Belgium,2004,1,BEL
176,Belgium,1994,1,BEL
177,Belgium,1993,1,BEL
178,Belgium,1992,1,BEL
179,Belgium,1985,1,BEL
180,Belgium,1984,1,BEL
181,Belgium,1983,1,BEL
182,Belgium,1980,1,BEL
183,Belize,1999,12,BLZ
184,Belize,1998,28,BLZ
185,Belize,1997,2,BLZ
186,Belize,1996,26,BLZ
187,Belize,1995,19,BLZ
188,Belize,1994,6,BLZ
189,Belize,1993,135,BLZ
190,Belize,1992,159,BLZ
191,Benin,2016,761,BEN
192,Benin,2014,832,BEN
193,Benin,2013,528,BEN
194,Benin,2012,625,BEN
195,Benin,2011,755,BEN
196,Benin,2010,983,BEN
197,Benin,2009,74,BEN
198,Benin,2008,985,BEN
199,Benin,2006,91,BEN
200,Benin,2005,749,BEN
201,Benin,2004,642,BEN
202,Benin,2003,434,BEN
203,Benin,2002,270,BEN
204,Benin,2001,3943,BEN
205,Benin,2000,468,BEN
206,Benin,1999,855,BEN
207,Benin,1998,206,BEN
208,Benin,1997,796,BEN
209,Benin,1996,6190,BEN
210,Benin,1995,203,BEN
211,Benin,1994,187,BEN
212,Benin,1993,10,BEN
213,Benin,1992,413,BEN
214,Benin,1991,7474,BEN
215,Benin,1986,243,BEN
216,Benin,1984,1,BEN
217,Benin,1983,1,BEN
218,Benin,1982,3,BEN
219,Benin,1981,2,BEN
220,Benin,1980,3,BEN
221,Benin,1978,27,BEN
222,Benin,1977,2,BEN
223,Benin,1976,146,BEN
224,Benin,1975,45,BEN
225,Benin,1974,73,BEN
226,Benin,1973,3,BEN
227,Benin,1972,250,BEN
228,Benin,1971,2133,BEN
229,Benin,1970,175,BEN
230,Bhutan,1998,19,BTN
231,Bhutan,1995,25,BTN
232,Bhutan,1992,494,BTN
233,Bhutan,1991,422,BTN
234,Bolivia (Plurinational State of),1998,466,BOL
235,Bolivia (Plurinational State of),1997,1632,BOL
236,Bolivia (Plurinational State of),1996,2847,BOL
237,Bolivia (Plurinational State of),1995,2293,BOL
238,Bolivia (Plurinational State of),1994,2710,BOL
239,Bolivia (Plurinational State of),1993,10134,BOL
240,Bolivia (Plurinational State of),1992,22260,BOL
241,Bolivia (Plurinational State of),1991,206,BOL
242,Botswana,2009,15,BWA
243,Botswana,2008,8,BWA
244,Botswana,2006,0,BWA
245,Botswana,2005,0,BWA
246,Brazil,2011,1,BRA
247,Brazil,2005,5,BRA
248,Brazil,2004,21,BRA
249,Brazil,2001,7,BRA
250,Brazil,2000,715,BRA
251,Brazil,1999,4495,BRA
252,Brazil,1998,2571,BRA
253,Brazil,1997,2881,BRA
254,Brazil,1996,5522,BRA
255,Brazil,1995,15915,BRA
256,Brazil,1994,49455,BRA
257,Brazil,1993,59212,BRA
258,Brazil,1992,30317,BRA
259,Brazil,1991,2103,BRA
260,Brunei Darussalam,2011,3,BRN
261,Brunei Darussalam,1999,93,BRN
262,Brunei Darussalam,1982,6,BRN
263,Brunei Darussalam,1970,24,BRN
264,Brunei Darussalam,1965,198,BRN
265,Brunei Darussalam,1955,1,BRN
266,Burkina Faso,2012,143,BFA
267,Burkina Faso,2011,20,BFA
268,Burkina Faso,2008,0,BFA
269,Burkina Faso,2006,0,BFA
270,Burkina Faso,2005,1050,BFA
271,Burkina Faso,2003,1,BFA
272,Burkina Faso,2001,477,BFA
273,Burkina Faso,2000,617,BFA
274,Burkina Faso,1999,93,BFA
275,Burkina Faso,1998,1036,BFA
276,Burkina Faso,1996,425,BFA
277,Burkina Faso,1995,1451,BFA
278,Burkina Faso,1991,537,BFA
279,Burkina Faso,1985,1149,BFA
280,Burkina Faso,1984,2191,BFA
281,Burkina Faso,1978,1,BFA
282,Burkina Faso,1975,3,BFA
283,Burkina Faso,1974,632,BFA
284,Burkina Faso,1973,1118,BFA
285,Burkina Faso,1972,1,BFA
286,Burkina Faso,1971,1761,BFA
287,Burkina Faso,1970,1,BFA
288,Burundi,2016,434,BDI
289,Burundi,2015,442,BDI
290,Burundi,2014,582,BDI
291,Burundi,2013,1557,BDI
292,Burundi,2012,214,BDI
293,Burundi,2011,1072,BDI
294,Burundi,2010,333,BDI
295,Burundi,2009,355,BDI
296,Burundi,2008,234,BDI
297,Burundi,2007,365,BDI
298,Burundi,2006,886,BDI
299,Burundi,2005,1309,BDI
300,Burundi,2004,819,BDI
301,Burundi,2003,432,BDI
302,Burundi,2002,577,BDI
303,Burundi,2001,1003,BDI
304,Burundi,2000,1021,BDI
305,Burundi,1999,3440,BDI
306,Burundi,1998,1067,BDI
307,Burundi,1997,1959,BDI
308,Burundi,1996,418,BDI
309,Burundi,1995,2297,BDI
310,Burundi,1994,562,BDI
311,Burundi,1993,78,BDI
312,Burundi,1992,479,BDI
313,Burundi,1991,3,BDI
314,Burundi,1990,82,BDI
315,Burundi,1985,259,BDI
316,Burundi,1984,180,BDI
317,Burundi,1983,512,BDI
318,Burundi,1982,415,BDI
319,Burundi,1981,582,BDI
320,Burundi,1980,2039,BDI
321,Burundi,1979,915,BDI
322,Burundi,1978,8297,BDI
323,Côte d'Ivoire,2015,199,CIV
324,Côte d'Ivoire,2014,235,CIV
325,Côte d'Ivoire,2013,56,CIV
326,Côte d'Ivoire,2012,424,CIV
327,Côte d'Ivoire,2011,1261,CIV
328,Côte d'Ivoire,2010,32,CIV
329,Côte d'Ivoire,2009,5,CIV
330,Côte d'Ivoire,2008,7,CIV
331,Côte d'Ivoire,2007,8,CIV
332,Côte d'Ivoire,2006,414,CIV
333,Côte d'Ivoire,2005,39,CIV
334,Côte d'Ivoire,2004,105,CIV
335,Côte d'Ivoire,2003,1034,CIV
336,Côte d'Ivoire,2002,4188,CIV
337,Côte d'Ivoire,2001,5912,CIV
338,Côte d'Ivoire,1996,1345,CIV
339,Côte d'Ivoire,1995,4993,CIV
340,Côte d'Ivoire,1994,1108,CIV
341,Côte d'Ivoire,1993,724,CIV
342,Côte d'Ivoire,1992,37,CIV
343,Côte d'Ivoire,1991,604,CIV
344,Côte d'Ivoire,1982,34,CIV
345,Côte d'Ivoire,1979,3,CIV
346,Côte d'Ivoire,1971,668,CIV
347,Côte d'Ivoire,1970,868,CIV
348,Cabo Verde,2006,0,CPV
349,Cabo Verde,2005,0,CPV
350,Cabo Verde,1998,133,CPV
351,Cabo Verde,1996,428,CPV
352,Cabo Verde,1995,12913,CPV
353,Cabo Verde,1994,128,CPV
354,Cabo Verde,1976,219,CPV
355,Cabo Verde,1975,20,CPV
356,Cabo Verde,1974,303,CPV
357,Cambodia,2010,588,KHM
358,Cambodia,2009,39,KHM
359,Cambodia,2004,57,KHM
360,Cambodia,1999,1711,KHM
361,Cambodia,1998,1197,KHM
362,Cambodia,1997,155,KHM
363,Cambodia,1996,740,KHM
364,Cambodia,1995,4190,KHM
365,Cambodia,1994,3085,KHM
366,Cambodia,1993,2252,KHM
367,Cambodia,1992,1229,KHM
368,Cambodia,1991,770,KHM
369,Cambodia,1990,5,KHM
370,Cambodia,1989,47,KHM
371,Cambodia,1988,56,KHM
372,Cambodia,1987,474,KHM
373,Cambodia,1975,66,KHM
374,Cambodia,1974,145,KHM
375,Cambodia,1973,159,KHM
376,Cambodia,1968,8,KHM
377,Cambodia,1967,4,KHM
378,Cambodia,1966,62,KHM
379,Cambodia,1964,187,KHM
380,Cambodia,1963,52,KHM
381,Cambodia,1958,3,KHM
382,Cambodia,1957,6,KHM
383,Cambodia,1956,1,KHM
384,Cambodia,1954,2,KHM
385,Cambodia,1953,11,KHM
386,Cambodia,1952,24,KHM
387,Cambodia,1951,57,KHM
388,Cambodia,1950,10,KHM
389,Cameroon,2015,124,CMR
390,Cameroon,2014,3355,CMR
391,Cameroon,2013,29,CMR
392,Cameroon,2012,363,CMR
393,Cameroon,2011,22433,CMR
394,Cameroon,2010,10759,CMR
395,Cameroon,2009,804,CMR
396,Cameroon,2008,0,CMR
397,Cameroon,2007,10,CMR
398,Cameroon,2006,922,CMR
399,Cameroon,2005,2847,CMR
400,Cameroon,2004,8005,CMR
401,Cameroon,2003,207,CMR
402,Cameroon,2002,66,CMR
403,Cameroon,2001,259,CMR
404,Cameroon,2000,123,CMR
405,Cameroon,1999,1584,CMR
406,Cameroon,1998,4603,CMR
407,Cameroon,1997,1709,CMR
408,Cameroon,1996,5796,CMR
409,Cameroon,1995,615,CMR
410,Cameroon,1994,527,CMR
411,Cameroon,1993,648,CMR
412,Cameroon,1992,1268,CMR
413,Cameroon,1991,4026,CMR
414,Cameroon,1990,16,CMR
415,Cameroon,1989,4,CMR
416,Cameroon,1988,4,CMR
417,Cameroon,1987,94,CMR
418,Cameroon,1986,165,CMR
419,Cameroon,1985,1158,CMR
420,Cameroon,1984,392,CMR
421,Cameroon,1983,55,CMR
422,Cameroon,1982,5,CMR
423,Cameroon,1981,243,CMR
424,Cameroon,1980,229,CMR
425,Cameroon,1979,16,CMR
426,Cameroon,1978,3,CMR
427,Cameroon,1976,135,CMR
428,Cameroon,1975,3,CMR
429,Cameroon,1974,83,CMR
430,Cameroon,1973,206,CMR
431,Cameroon,1972,362,CMR
432,Cameroon,1971,2167,CMR
433,Canada,2016,1,CAN
434,Canada,2015,3,CAN
435,Canada,2014,2,CAN
436,Canada,2013,1,CAN
437,Canada,2011,9,CAN
438,Canada,2010,2,CAN
439,Canada,2009,2,CAN
440,Canada,2008,1,CAN
441,Canada,2007,1,CAN
442,Canada,2006,2,CAN
443,Canada,2005,7,CAN
444,Canada,2004,3,CAN
445,Canada,2003,5,CAN
446,Canada,2002,4,CAN
447,Canada,2001,6,CAN
448,Canada,2000,5,CAN
449,Canada,1998,2,CAN
450,Canada,1996,2,CAN
451,Canada,1995,7,CAN
452,Canada,1994,2,CAN
453,Canada,1993,6,CAN
454,Canada,1992,5,CAN
455,Canada,1991,2,CAN
456,Canada,1989,1,CAN
457,Central African Republic,2012,21,CAF
458,Central African Republic,2011,117,CAF
459,Central African Republic,2006,0,CAF
460,Central African Republic,2005,0,CAF
461,Central African Republic,2004,320,CAF
462,Central African Republic,1998,22,CAF
463,Central African Republic,1997,443,CAF
464,Chad,2011,17267,TCD
465,Chad,2010,6395,TCD
466,Chad,2009,67,TCD
467,Chad,2007,0,TCD
468,Chad,2006,1668,TCD
469,Chad,2005,90,TCD
470,Chad,2004,5531,TCD
471,Chad,2003,55,TCD
472,Chad,2001,5244,TCD
473,Chad,1999,217,TCD
474,Chad,1998,4095,TCD
475,Chad,1997,8801,TCD
476,Chad,1996,7830,TCD
477,Chad,1994,1094,TCD
478,Chad,1991,13915,TCD
479,Chad,1974,338,TCD
480,Chad,1972,9,TCD
481,Chad,1971,8230,TCD
482,Chile,2014,1,CHL
483,Chile,2013,2,CHL
484,Chile,2011,1,CHL
485,Chile,1998,24,CHL
486,Chile,1997,4,CHL
487,Chile,1996,1,CHL
488,Chile,1994,1,CHL
489,Chile,1993,32,CHL
490,Chile,1992,73,CHL
491,Chile,1991,41,CHL
492,China,2016,27,CHN
493,China,2015,13,CHN
494,China,2014,24,CHN
495,China,2013,53,CHN
496,China,2012,77,CHN
497,China,2011,26,CHN
498,China,2010,157,CHN
499,China,2009,85,CHN
500,China,2008,174,CHN
501,China,2007,168,CHN
502,China,2006,161,CHN
503,China,2005,980,CHN
504,China,2004,244,CHN
505,China,2003,223,CHN
506,China,2001,140,CHN
507,China,2000,1846,CHN
508,China,1999,4589,CHN
509,China,1998,4642,CHN
510,China,1997,1177,CHN
511,China,1996,316,CHN
512,China,1995,10337,CHN
513,China,1994,34877,CHN
514,China,1993,11673,CHN
515,China,1992,583,CHN
516,China,1991,210,CHN
517,China,1990,644,CHN
518,China,1989,5628,CHN
519,China,1988,7267,CHN
520,China,1987,4,CHN
521,China,1980,88,CHN
522,China,1979,85,CHN
523,China,1967,1,CHN
524,China,1963,1,CHN
525,China,1962,384,CHN
526,China,1949,1,CHN
