gdp,latitude,longitude,population,country,date,fatalities
2357,17.5707,-3.9962,14517176,Mali,2014-05,0
2357,17.5707,-3.9962,14517176,Mali,2014-05,0
2357,17.5707,-3.9962,14517176,Mali,2014-05,0
2357,17.5707,-3.9962,14517176,Mali,2014-05,0
2357,17.5707,-3.9962,14517176,Mali,2014-05,0
2357,17.5707,-3.9962,14517176,Mali,2014-06,0
2357,17.5707,-3.9962,14517176,Mali,2014-06,0
2357,17.5707,-3.9962,14517176,Mali,2014-06,0
2357,17.5707,-3.9962,14517176,Mali,2014-06,0
2357,17.5707,-3.9962,14517176,Mali,2014-06,0
2357,17.5707,-3.9962,14517176,Mali,2014-06,0
2357,17.5707,-3.9962,14517176,Mali,2014-06,0
2357,17.5707,-3.9962,14517176,Mali,2014-07,0
2357,17.5707,-3.9962,14517176,Mali,2014-07,0
2357,17.5707,-3.9962,14517176,Mali,2014-07,0
2357,17.5707,-3.9962,14517176,Mali,2014-07,0
2357,17.5707,-3.9962,14517176,Mali,2014-07,0
2357,17.5707,-3.9962,14517176,Mali,2014-07,0
2357,17.5707,-3.9962,14517176,Mali,2014-07,0
2357,17.5707,-3.9962,14517176,Mali,2014-07,0
2357,17.5707,-3.9962,14517176,Mali,2014-07,0
2357,17.5707,-3.9962,14517176,Mali,2014-08,0
2357,17.5707,-3.9962,14517176,Mali,2014-08,0
2357,17.5707,-3.9962,14517176,Mali,2014-08,0
2357,17.5707,-3.9962,14517176,Mali,2014-08,0
2357,17.5707,-3.9962,14517176,Mali,2014-08,0
2357,17.5707,-3.9962,14517176,Mali,2014-08,0
2357,17.5707,-3.9962,14517176,Mali,2014-08,0
2357,17.5707,-3.9962,14517176,Mali,2014-08,0
2357,17.5707,-3.9962,14517176,Mali,2014-08,0
2357,17.5707,-3.9962,14517176,Mali,2014-08,0
2357,17.5707,-3.9962,14517176,Mali,2014-08,0
2357,17.5707,-3.9962,14517176,Mali,2014-09,0
2357,17.5707,-3.9962,14517176,Mali,2014-09,0
2357,17.5707,-3.9962,14517176,Mali,2014-09,0
2357,17.5707,-3.9962,14517176,Mali,2014-09,0
2357,17.5707,-3.9962,14517176,Mali,2014-09,0
2357,17.5707,-3.9962,14517176,Mali,2014-09,0
2357,17.5707,-3.9962,14517176,Mali,2014-09,0
2357,17.5707,-3.9962,14517176,Mali,2014-09,0
2357,17.5707,-3.9962,14517176,Mali,2014-09,0
2357,17.5707,-3.9962,14517176,Mali,2014-10,0
2357,17.5707,-3.9962,14517176,Mali,2014-10,0
2357,17.5707,-3.9962,14517176,Mali,2014-10,0
2357,17.5707,-3.9962,14517176,Mali,2014-10,0
2357,17.5707,-3.9962,14517176,Mali,2014-10,0
